4.0,17.0,3.0,1545.7777777777778,20165.5,2323702.0,125572.5,2469440.0
2.0,8.0,5.0,744.6507936507936,54409.857142857145,1.2670266285714285E7,672761.2857142857,1.3397437428571427E7
4.0,11.0,5.0,662295.3571428572,14732.0,801852.5714285714,49624.71428571429,866209.2857142857
2.0,22.0,1.0,805.4,152705.59999999998,4.889591200000001E7,4700433.0,5.374905060000001E7
4.0,7.0,5.0,367811.82142857136,1042.857142857143,259090.42857142855,14349.57142857143,274482.85714285716
1.0,23.0,4.0,1169.46875,143470.25,2.725935225E7,4001747.75,3.140457025E7
5.0,22.0,5.0,405.1490683229814,71069.85714285713,8906700.285714285,587777.1428571428,9565547.285714285
1.0,14.0,3.0,905.8666666666667,71694.0,1.54816285E7,2142305.0,1.76956275E7
5.0,2.0,3.0,518.6666666666666,26016.0,722579.0,53074.0,801669.0
2.0,16.0,1.0,777.5529411764705,110367.6,3.31280216E7,2974896.2,3.6213285400000006E7
4.0,0.0,3.0,696.0,182.5,48417.0,40035.5,88635.0
4.0,13.0,3.0,1780.5,11741.5,1238911.0,87551.5,1338204.0
2.0,3.0,3.0,719.125,35945.0,1.52152825E7,2082227.0,1.73334545E7
4.0,18.0,5.0,2322943.5639097746,26619.714285714286,2184029.0,179818.14285714287,2390466.8571428573
1.0,17.0,5.0,975.5,109538.85714285714,1.9511595714285716E7,4238668.142857143,2.3859802714285716E7
1.0,0.0,2.0,796.5714285714286,4168.285714285715,1586457.0,356717.0,1947342.2857142857
2.0,19.0,2.0,746.45,127831.00000000001,3.900371671428572E7,1.0625394857142858E7,4.9756942571428575E7
5.0,10.0,2.0,6882.142857142856,35270.0,2102754.1428571427,130650.14285714284,2268674.2857142854
4.0,2.0,4.0,1832.5,974.25,377434.25,4056.0,382464.5
4.0,19.0,1.0,1305.98,74804.0,2995221.2,114927.4,3184952.6000000006
5.0,11.0,1.0,224.08333333333334,44434.399999999994,2785369.8,148923.6,2978727.8
2.0,24.0,5.0,886.5238095238095,150302.2857142857,4.999681714285714E7,4917072.285714285,5.506419171428572E7
5.0,1.0,4.0,282.75,36371.5,540415.25,19403.5,596190.25
