4.0,17.0,3.0,2127.996031746032,38811.857142857145,3847276.428571428,358080.0,4261071.142857143
2.0,8.0,5.0,354.1666666666667,23174.666666666668,4.687995066666667E7,861563.5,4.776468883333333E7
4.0,11.0,5.0,1414.611111111111,18026.5,1592324.5,256088.3333333333,1883265.1666666665
2.0,22.0,1.0,482.4347826086956,125668.4,9.5480593E7,1288813.4000000001,9.68950748E7
4.0,7.0,5.0,1213.6458333333333,15520.833333333334,492789.6666666666,83499.83333333333,606587.4999999999
1.0,23.0,4.0,1878.5364583333333,119107.25,3.1300427875E7,1.0294747875E7,4.1714283E7
5.0,22.0,5.0,511.6521739130435,66023.66666666666,2.69873005E7,1552477.8333333335,2.8605802E7
1.0,14.0,3.0,1313.9952380952382,90332.92857142858,1.9431918214285716E7,4703243.571428571,2.4225494714285716E7
5.0,2.0,3.0,1031.3333333333333,31070.000000000004,1381583.7857142857,68607.14285714287,1481260.9285714286
2.0,16.0,1.0,408.4823529411765,76207.59999999999,7.24679048E7,916824.6,7.3460937E7
4.0,0.0,3.0,1366.7142857142858,21750.64285714286,350657.35714285716,62395.357142857145,444757.85714285716
4.0,13.0,3.0,2286.8826530612246,31873.071428571428,2173161.6428571427,226044.7857142857,2445130.6428571427
2.0,3.0,3.0,394.19642857142856,15271.0,1.291068057142857E7,239301.2142857143,1.3165252785714285E7
4.0,18.0,5.0,1654.0964912280704,27615.83333333333,4808063.5,786232.5,5645541.833333333
1.0,17.0,5.0,1947.111111111111,87212.0,1.80999495E7,6376114.166666666,2.4563275666666668E7
1.0,0.0,2.0,842.9285714285714,33971.28571428572,1489617.142857143,332453.85714285716,1856042.2857142857
2.0,19.0,2.0,514.5857142857143,79920.0,8.38492175E7,1363351.3571428573,8.529248885714287E7
5.0,10.0,2.0,757.6623376623376,48683.28571428571,9191931.285714285,523260.5,9763875.07142857
4.0,2.0,4.0,1295.7916666666667,17991.25,529155.625,72797.625,633323.0
4.0,19.0,1.0,952.6,99794.20000000001,4177826.6,423979.8,4730040.8
5.0,11.0,1.0,885.2000000000002,49476.799999999996,7898210.0,655791.8,8603478.6
2.0,24.0,5.0,408.7569444444444,97199.0,9.906826583333334E7,1760567.1666666665,1.00926032E8
5.0,1.0,4.0,1136.5625,29730.875,921364.125,52543.625,1003638.625
1.0,8.0,3.0,1433.920634920635,76677.5,1.1844136857142858E7,2887327.4285714286,1.4808141785714285E7
5.0,4.0,1.0,983.68,37437.2,2788364.4,247085.4,3072887.0
4.0,17.0,1.0,955.8333333333334,87579.6,3507225.2,354567.0,3974399.8
