4.0,17.0,3.0,2259.309523809524,61443.71428571428,2475165.2857142854,94936.71428571429,2631545.714285714
2.0,8.0,5.0,633.7407407407408,61658.0,1.2162253666666664E7,39246.666666666664,1.2263158333333332E7
4.0,11.0,5.0,1404.9722222222224,26969.333333333336,806194.3333333333,59504.66666666667,892668.3333333335
2.0,22.0,1.0,980.2173913043479,262397.0,5.03103955E7,32774.5,5.0605567E7
4.0,7.0,5.0,1226.3333333333333,20879.333333333332,472527.00000000006,45750.333333333336,539156.6666666667
1.0,23.0,4.0,1217.232142857143,273264.28571428574,2.5579197000000004E7,2144149.5714285714,2.799661085714286E7
5.0,22.0,5.0,884.4202898550724,91348.0,8426638.0,866624.3333333335,9384610.333333332
1.0,14.0,3.0,509.9714285714285,221316.7142857143,1.2154242714285713E7,2336439.1428571427,1.471199857142857E7
5.0,2.0,3.0,699.4761904761905,58881.42857142857,747584.2857142857,64073.142857142855,870538.8571428573
2.0,16.0,1.0,929.8529411764706,178294.5,3.2102699E7,21163.0,3.23021565E7
4.0,0.0,3.0,2720.8571428571427,1996.2857142857142,283726.4285714286,5149.0,290871.71428571426
4.0,13.0,3.0,2087.377551020408,44870.571428571435,1409154.8571428573,46208.85714285714,1500234.2857142857
2.0,3.0,3.0,1058.1785714285713,76067.14285714287,6104616.571428571,131849.14285714284,6312532.857142857
4.0,18.0,5.0,1945.491228070175,44504.0,2742432.0,107264.33333333331,2894200.3333333335
1.0,0.0,2.0,370.0,4828.571428571428,845841.2857142857,321358.71428571426,1172028.5714285714
1.0,17.0,5.0,1172.685185185185,310805.0,7660507.666666667,6576132.0,1.4547444666666668E7
2.0,19.0,2.0,1069.857142857143,213800.71428571432,4.1215928571428575E7,123118.85714285716,4.155284814285714E7
5.0,10.0,2.0,454.01298701298697,62959.00000000001,2884153.1428571427,274034.85714285716,3221147.0
4.0,2.0,4.0,2396.285714285714,17038.0,493759.85714285716,34402.857142857145,545200.7142857143
4.0,19.0,1.0,1819.6,135824.5,3047904.5,86052.0,3269781.0
5.0,11.0,1.0,304.7916666666667,63152.5,3193962.0,246787.5,3503902.0
5.0,1.0,4.0,905.1428571428571,55887.28571428572,483392.14285714284,42242.28571428571,581521.7142857143
1.0,8.0,3.0,453.7936507936508,197956.14285714287,7250096.571428572,1448047.0,8896099.714285715
5.0,4.0,1.0,320.9,55610.5,1304792.5,103357.5,1463760.5
4.0,17.0,1.0,1710.8055555555557,119800.0,2504850.5,60692.0,2685342.5
1.0,10.0,4.0,1959.5844155844156,196884.85714285716,9664539.285714285,904018.142857143,1.0765442285714287E7
